Quality,#1 ID,#2 ID,#1 String,#2 String
1,2830817,2830766,The moves came within four days of the crash and before the National Transportation Safety Board finished investigating.,The promises of lawsuits came within four days of the crash and before the National Transportation Safety Board had finished the investigation.
0,134455,134545,On Tuesday  the central bank left interest rates steady  as expected  but also declared that overall risks were weighted toward weakness and warned of deflation risks.,The central bank's policy board left rates steady for now  as widely expected  but surprised the market by declaring that overall risks were weighted toward weakness.
1,2060262,2060225,The Standard & Poor's 500 index advanced 6.48  or 0.7 per cent  to 990.51.,The broader Standard & Poor's 500 Index .SPX rose 6.48 points  or 0.66 percent  to 990.51.
1,3185726,3185754,They also found shortness was associated with a family history of hearing loss.,Shortness was found twice as often in those with hearing loss.
0,2378827,2378888,He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers.,He said FDA hopes Congress and the courts will bring clarity to the situation and some financial relief to consumers — perhaps before the 2004 elections.
1,2893299,2893356,On Friday  the Concorde started up around sunrise and seemed to launch itself straight out of the rising sun.,Yesterday  the Concorde seemed to launch itself straight out of the rising sun.
0,2080922,2080979,Navistar shares were down 44 cents  or 1.1 percent  at $41.19 on the New York Stock Exchange after falling as low as $39.93.,Navistar shares rose a penny to $41.64 at late afternoon on the New York Stock Exchange after earlier falling as low as $39.93.
1,3251501,3251262,Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover.,Steve Squyres  a Cornell University scientist  is principal investigator for the missions' science instruments.
1,2636300,2636438,The appeals court judges were in sharp disagreement over what should be done when they ruled in February.,The appellate judges were in sharp disagreement when they ruled in February.
0,226395,226669,Bremer  61  is a onetime assistant to former Secretaries of State William P. Rogers and Henry Kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989.,Bremer  61  is a former assistant to former Secretaries of State William P. Rogers and Henry Kissinger.
1,488404,488310,Another is investor disenchantment with US investments  leading them to pull out of US assets - selling dollars as they do so and driving the dollar exchange rate down.,Another is investor disenchantment with U.S. investments  leading them to pull out of U.S. assets--selling dollars as they do so  and driving its exchange rate down.
0,1617617,1617714,Mr Morse is charged with assault and Mr Darvish is charged with filing a false report.,His partner Bijan Darvish is charged with filing a false police report.
0,490221,490032,The best-performing stock was Altria Group Inc.  which rose more than 27 percent to close at $42.31 a share.,Altria Group Inc. MO.N fell 50 cents  or 1.2 percent  to $41.81.
1,1953409,1953285,Texans saddled with skyrocketing homeowners premiums might finally be getting relief.,Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums.
0,869241,869208,The tech-laced Nasdaq Composite Index gained 2.90 points  or 0.18 percent  to 1 606.87.,At 12:10 p.m. EDT  Canada's benchmark S&P/TSX composite index was up 6.87 points or 0.1 per cent to 6 979.29.
0,633875,633744,The tech-heavy Nasdaq composite index shot up 5.7 percent for the week.,The Nasdaq composite index advanced 20.59  or 1.3 percent  to 1 616.50  after gaining 5.7 percent last week.
0,3190211,3190134,Lowe's  with about half as many stores  reported a 33 percent increase in third-quarter profit behind a 12 percent jump in same-store sales.,Home Depot reported a 22 percent jump in third-quarter profit behind a nearly 8 percent rise in same-store sales.
1,1643243,1643049,Blair's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action.,Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq.
0,3058482,3058386,Part of the accord was the implementation of a special health council that would monitor health spending and progress in reforming the health system.,A key portion of the accord was the implementation of a special council to monitor health spending  set goals for the system and measure progress in reforming health care.
1,3384269,3383800,Delta personnel at Atlanta's Hartsfield-Jackson International Airport scrambled all day to find alternate flights including seats on other airlines for passengers.,Delta personnel at Hartsfield-Jackson International Airport were scrambling all day to find alternate flights -- even on other airlines  when necessary -- to move the inconvenienced passengers.
1,713992,713965,Three undocumented immigrants were found dead inside a railroad hopper car Tuesday  two days after fellow immigrants escaped the sweltering car and left behind their weakened companions.,The remains of three illegal immigrants were found Tuesday in a sweltering railroad car after fellow immigrants escaped and left their weakened companions behind.
1,2425362,2425341,A company spokeswoman declined to say how much Qwest receives in annual revenue from government contracts.,A Qwest spokeswoman  Kate Varden  declined to say how much in sales the company received from the United States government.
1,1201425,1201329,For the week ended June 15  a total of 28.2 million DVDs were rented in the United States  compared with 27.3 million VHS cassettes.,The Video Software Dealers Association said 28.2 million DVDs were rented out last week  compared to 27.3 million VHS cassettes.
0,222535,222564,Genentech Inc.  the world's second-biggest biotechnology company  and Xoma Ltd. said their Rapitva drug failed to help patients with rheumatoid arthritis in a study.,Genentech Inc.  the world's second-largest biotechnology company  and Xoma Ltd. said they will terminate Phase II testing of their Raptiva rheumatoid-arthritis drug after finding no benefit for patients.
0,1039162,1038840,PeopleSoft will commit $863 million in cash and issue 52.6 million new shares  the companies said.,The new deal would be valued at $1.75 billion  including $863 million in cash and 52.6 million PeopleSoft shares.
1,1151084,1151062,Federal prosecutors  the Securities and Exchange Commission  and the mortgage company's regulator launched investigations into Freddie Mac's shake-up.,The Securities and Exchange Commission and the U.S. Attorney have opened investigations into Freddie Mac over its accounting practices.
1,2885844,2885779,Forecasters predict the storm will reach Earth at 3 p.m. eastern time Friday and could last up to 18 hours.,It is expected to reach Earth about 3 p.m. EDT Friday  and its effects could last 12 to 18 hours.
1,3014157,3014190,Yet another big fight has been over a White House proposal to privatize air-traffic control at major airports.,Yet another fight has been waged over a White House proposal to privatize air traffic control at major airports  such as those in Pittsburgh and Philadelphia.
0,787889,788223,The initial report was made to Modesto Police December 28.,It stems from a Modesto police report.
0,867716,867754,Officers threw him to the ground and handcuffed him  and Reyna dropped a knee into his back  according to testimony.,That's when officers threw him to the ground and handcuffed him  according to testimony.
1,618359,617945,Buoyed by some of the advice imparted by Nicklaus  Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry.,Buoyed by advice imparted by Nicklaus  Howell shot an 8-under 64 on Thursday to enter today's round with a one-stroke lead over Kenny Perry.
1,126662,126748,Jack Ferry  company spokesman  said a search is ongoing but would not comment on the status.,Company spokesman Jack Ferry said a search is ongoing but declined comment on its status.
1,1908352,1908458,After a seven-day trial last year  Thompson found the monument to be an unconstitutional endorsement of religion by the state.,Last year  Thompson ruled that the monument was an unconstitutional endorsement of religion by the state.
0,1785196,1785461,They reported symptoms of fever  headache  rash and muscle aches.,Symptoms include a stiff neck  fever  headache and sensitivity to light.
0,2173826,2173501,Today  he will find out whether he is still in the running to buy back the U.S. entertainment business of troubled Vivendi Universal SA.,An investment group led by former Seagram Inc. boss Edgar Bronfman Jr. is still in the running to buy the U.S. entertainment assets of Vivendi Universal SA.
1,2375776,2375807,The victims were not identified  although authorities said at least one of the bodies had been there about a year.,The two victims buried in the yard were not identified  though authorities said at least one has been there about a year.
1,269089,268884,"Ahold Chairman Henny de Ruiter offered shareholders at the meeting his ""sincere apologies"" for the scandal.","Board Chairman Henny de Ruiter offered shareholders at the meeting his ""sincere apologies"" for events at Foodservice and elsewhere in the embattled group."
1,2537987,2538021,Retailers J.C. Penney Co. Inc.JCP.N and Walgreen Co.WAG.N kick things off early in the week.,Retailers J.C. Penney Co. Inc. JCP.N and Walgreen Co. WAG.N kick things off on Monday.
1,2980690,2980538,Defense lawyers had objected in pretrial hearings to the videotape and the photo  saying they were too unclear to identify Muhammad.,Defense lawyers had objected in earlier hearings to showing the videotape and the photo  saying they were too unclear to identify the person in them.
0,130265,129786,The Nasdaq Composite Index rose 19.67  or 1.3 percent  to 1523.71  its highest since June 18.,The S&P 500 had climbed 16 percent since its March low and yesterday closed at its highest since Dec. 2.
1,261718,261828,"The American decision provoked an angry reaction from the European Commission  which described the move as ""legally unwarranted  economically unfounded and politically unhelpful"".","The European Commission  the EU's powerful executive body  described the move as ""legally unwarranted  economically unfounded and politically unhelpful."""
1,2776609,2776659,The petition alleges that Huletts unfair sales have damaged the U.S. industry  sending market prices below sustainable levels.,Those unfair sales have damaged the US industry by eroding market prices below sustainable levels  says Alcoa.
1,261957,261729,Australia Chile  Colombia  El Salvador  Honduras  Mexico  New Zealand  Peru and Uruguay will also support the challenge.,Nine other countries  including Australia  Chile  Colombia  El Salvador and Mexico  are supporting the case.
1,925534,925489,Gateway will release new Profile 4 systems with the new Intel technology on Wednesday.,Gateway's all-in-one PC  the Profile 4  also now features the new Intel technology.
1,1478533,1478601,"The government and private technology experts warned Wednesday that hackers plan to attack thousands of Web sites on Sunday in a loosely coordinated ""contest"" that could disrupt Internet traffic.","THE US government and private technology experts have warned that hackers plan to attack thousands of websites on Sunday in a loosely co-ordinated ""contest"" that could disrupt Internet traffic."
1,725698,725404,Mrs. Clinton said she was incredulous that he would endanger their marriage and family.,She hadn't believed he would jeopardize their marriage and family.
0,2484347,2484159,Ray Brent Marsh  29  faces multiple counts of burial service fraud  making false statements  abuse of a dead body and theft.,Ray Brent Marsh  29  also faces charges of abuse of a body  and theft.
0,1607342,1607469,Schroeder cancelled his Italian holiday after Stefani refused to apologise for the slurs  which came after Berlusconi compared a German politician to a Nazi concentration camp guard.,Stefani's remarks further stoked tension after Italian Prime Minister Silvio Berlusconi last week compared a German member of the European Parliament to a Nazi concentration camp guard.
1,243700,243946,Tony winners will be announced June 8 at the Radio City Music Hall in New York.,Winners will be announced in a June 8 ceremony broadcast on CBS from Radio City Music Hall.
1,1240372,1240326,"Revenues for ""The Hulk"" came in well below those of last month's Marvel Comics adaptation  ""X2: X-Men United "" which grossed $85.6 million in its opening weekend.",The Hulk trailed last month's Marvel Comics adaptation  X2: X-Men United  which grossed $85.6-million in its opening weekend.
1,1983012,1983180,Tony-award winning dancer and actor Gregory Hines died of cancer Saturday in Los Angeles.,Hines died yesterday in Los Angeles of cancer  publicist Allen Eichorn said.
1,1088209,1088238,In April  it had forecast operating earnings in the range of 60 to 80 cents a share.,Kodak expects earnings of 5 cents to 25 cents a share in the quarter.
1,1703443,1703477,Hampton Township is a few miles northeast of Bay City  about 100 miles away.,Hampton Township is located a few kilometers northeast of Bay City  near Michigan's Thumb.
1,941626,941679,And his justification for the bombing was that while it caused short-term material damage  it was for the long-term moral good of Bali.,And he justified bombing Bali by saying that while it had caused material devastation  it was for the island's long-term moral good.
1,3085927,3085530,It indicates  Robert said  “that terrorists really don’t care who they attack.,It also indicates the terrorists really don't care who they attack.
1,2746528,2746712,The Supreme Court long ago held that students could not be compelled to join in the pledge.,The U.S. Supreme Court has previously ruled that students are not compelled to say the Pledge of Allegiance.
0,1140029,1140085,"Kids  adults  booksellers and postal workers all are preparing for ""Harry Potter and the Order of the Phoenix.""","The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix."""
0,1787122,1787292,Colgate shares closed Monday at $56.30 on the New York Stock Exchange.,Colgate shares were down 30 cents at $56 in morning trade on the New York Stock Exchange.
1,3450953,3450981,Iraq's nuclear program had been dismantled and there was no convincing evidence it was being revived  the report said.,"Iraq's nuclear program had been dismantled  and there ""was no convincing evidence of its reconstitution."""
1,2902707,2902760,Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ($A11.9 billion) acquisition spree over the past three years inflated costs.,Cadbury Schweppes has unveiled plans to slash 5 500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree.
1,1813375,1813388,These foods have an almost identical effect on lowering cholesterol as the original cholesterol-lowering drugs.,We have now proven that these foods have an almost identical effect on lowering cholesterol as the original cholesterol-reducing drugs.
1,3119302,3119544,"State Supreme Court Justice Ira Gammerman said in court this morning  ""It was an ill-conceived lawsuit.""","New York Supreme Court Justice Ira Gammerman said in his statement that the lawsuit was ""ill-conceived."""
1,981815,981922,The former president also gave numerous speeches in 2002 without compensation  said his spokesman Jim Kennedy.,His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.
1,1496052,1496255,Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.,The missing workers  two men and a woman  were inside the building when the first blast occurred  Mayor Joe T. Parker said.
0,572164,571428,Kaichen appeared Wednesday in federal court on two bank robbery charges.,She appeared in federal court Wednesday  but did not enter a plea.
0,2713980,2713709,The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.,The arm was kept in a separate room  but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen.
0,959616,959471,As a result  24 players broke par in the first round.,Twenty-four players broke par in the first round  the third highest figure in U.S. Open history.
1,1912529,1912650,Magner  who is 54 and known as Marge  has been the consumer group's chief operating officer since April 2002  and sits on Citigroup's management committee.,She has been the consumer unit's chief operating officer since April 2002  and sits on Citigroup's management committee.
0,633744,633768,The Nasdaq composite index advanced 20.59  or 1.3 percent  to 1 616.50  after gaining 5.7 percent last week.,The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points  or 1.2 percent  to 1 615.02.
1,3313165,3313141,Closed sessions are routinely held at the United Nations tribunal that deals with Balkan war crimes  but usually to protect witnesses's safety.,Closed sessions are routinely held at the U.N. tribunal that deals with Balkan war crimes  but they are usually closed to protect witnesses who fear for their safety.
1,2122040,2121820,"Although it's unclear whether Sobig was to blame  The New York Times also asked employees at its headquarters yesterday to shut down their computers because of ""system difficulties.""","The New York Times asked employees at its headquarters to shut down their computers yesterday because of ""computing system difficulties."""
1,3385867,3385835,The incubation period in cattle is four to five years  said Stephen Sundlof of the U.S. Food and Drug Administration.,The incubation period in cattle is four to five years  said Dr. Stephen Sundlof of the Food and Drug Administration (news - web sites).
1,1657140,1657002,His band in the early 1930's included the pianist Teddy Wilson  the saxophonist Chu Berry  the trombonist J. C. Higginbotham and the drummer Sid Catlett.,His band in the early 1930s included pianist Teddy Wilson  saxophonist Chu Berry  trombonist J.C. Higginbotham and drummer Sid Catlett.
1,318215,318353,"We feel so strongly about this issue that we are suspending sales and distribution of SCOLinux until these issues are resolved "" Sontag said.","We feel so strongly about this issue that we are suspending sales and distribution of SCO Linux until these issues are resolved."""
1,2473394,2473357,Aiken's study appears in the Sept. 24 issue of the Journal of the American Medical Association.,The findings appear in Wednesday's Journal of the American Medical Association.
1,1258288,1258190,Slightly more than half of the profit shortfall results from a sales slump  with weakness spread across the company's various geographic and end markets.,Slightly more than half of the earnings miss was due to a sales slump  with weakness was spread across the company's various geographic and end markets.
1,742244,742119,Iran has yet to sign an additional protocol to the NPT treaty which would allow U.N. inspections at short notice.,Iran has yet to sign an additional protocol to the Nuclear Non-Proliferation Treaty  which it signed in 1970  that would allow IAEA inspections at short notice.
1,3085148,3085019,"They came despite what BA called a ""difficult quarter""  which it said included unofficial industrial action at Heathrow.",BA said the second quarter  which included unofficial industrial action at Heathrow  had been difficult.
1,432116,432164,In addition  the Justice Department said that the FBI has conducted ''fewer than 10'' investigations involving visits to mosques.,"In addition  ""fewer than 10"" FBI offices have conducted investigations involving visits to Islamic mosques  the Justice Department said."
0,539350,539637,He refused to reveal what percentage of flights carried sky marshals  or whether they would be increased.,He refused to say what percentage of domestic flights had security officers on board.
0,2160920,2161366,"Dean told reporters traveling on his 10-city ""Sleepless Summer"" tour that he considered campaigning in Texas a challenge.","Today  Dean ends his four-day  10-city ""Sleepless Summer"" tour in Chicago and New York."
0,2442948,2442826,The victim  whose name was not released  underwent surgery at the hospital.,The wounded doctor  whose name was withheld  underwent surgery at the hospital for three gunshot wounds.
1,1518074,1518108,Those conversations had not taken place as of Tuesday night  according to an Oracle spokeswoman.,Those talks have not taken place  according to an Oracle spokeswoman.
1,1284177,1284077,Other features include FileVault  which secures the contents of a home directory with 128-bit AES encryption on the fly.,A new feature dubbed FileVault  also new in Panther  secures the contents of a user's home directory with 128-bit AES encryption.
1,1591389,1591595,An arrest warrant claimed Bryant assaulted the woman June 30 at a hotel.,According to an arrest warrant  Bryant  24  attacked a woman on June 30.
1,600786,600523,Investigators uncovered a 4-inch bone fragment from beneath the concrete slab Thursday  but it turned out to be an animal bone  authorities said.,Investigators uncovered a 4-inch bone fragment Thursday night  but authorities said it was from an animal.
1,1245561,1245666,After Saddam's regime crumbled in early April  it had to wait for legal hurdles to be crossed before sales could resume.,After Saddam's regime crumbled in early April  legal hurdles had to be cleared before sales could resume.
1,2734483,2734397,The number of extremely obese adults -- those who are at least 100 pounds overweight -- has quadrupled since the 1980s to about 4 million.,The number of Americans considered extremely obese  or at least 100 pounds overweight  has quadrupled since the 1980s to a startling 4 million  the research shows.
1,3289732,3289629,The research firm earlier had forecast an increase of 4.9 percent.,The firm had predicted earlier this year a 4.9 percent increase.
1,3306149,3306053,Investigators used a jackhammer and hand tools to conduct the search but halted work for several hours while waiting for the anthropologist to arrive from Indianapolis.,Investigators used a jackhammer and hand tools to conduct the search but halted it until an anthropologist arrived in the northwestern Indiana city from Indianapolis.
0,1318034,1318119,Stripping out the extraordinary items  fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year.,Earnings were 59 cents a share for the three months ended May 25 compared with 15 cents a share a year earlier.
1,3354775,3354759,The company will be able to start recording profits from HPS immediately  Perot Systems spokeswoman Mindy Brown said.,The company will begin adding to Perot Systems' profits immediately  the company said.
1,1111786,1111709,White House officials also deleted a reference to a 1999 study showing that global temperatures had risen sharply in the previous decade compared with the last 1 000 years.,The revised draft removed a reference to a 1999 study showing global temperatures had risen sharply in the past decade compared to the previous 1 000 years.
1,806505,806865,The leading actress nod went to energetic newcomer Marissa Jaret Winokur as Edna's daughter Tracy.,Marissa Jaret Winokur  as Tracy  won for best actress in a musical.
1,1479862,1479870,In January 2000  notebooks represented less than 25 percent of sales volume.,That compares with January 2000  when laptops represented less than 25 percent of sales volume  NPD said.
1,2071990,2072141,Federal and local officials  including Bush  saw no apparent sign of terrorism.,Federal officials earlier said there is no evidence of terrorism.
1,1970415,1970732,U.N. inspectors later said the documents were old and irrelevant -- some administrative material  some from a failed and well-known uranium-enrichment program of the 1980s.,They said some of the documents were administrative paper work and some about a failed and well-known uranium-enrichment program of the 1980s.
1,2928566,2928606,Griffith  a Mount Airy native  now lives on the North Carolina coast in Manteo.,Griffith  77  grew up in Mount Airy and now lives in Manteo.
0,1239932,1239812,A divided Supreme Court ruled Monday that Congress can force the nation's public libraries to equip computers with anti-pornography filters.,The Supreme Court said Monday the government can require public libraries to equip computers with anti-pornography filters  rejecting librarians' complaints that the law amounts to censorship.
1,1092090,1091918,It will also delay the retirement of Mr Wightwick  62  who agreed to stay on until the deal was completed and Buhrmann bedded down in PaperlinX.,It will delay the retirement of Mr Wightwick  62  who agreed to stay on until Buhrmann is bedded down inside PaperlinX.
1,2158247,2158067,U.S. District Judge William Steele set a hearing tomorrow on the lawsuit.,U.S. District Judge William Steele has set the hearing on the suit for Wednesday.
1,1459781,1459802,Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday.,Mr. Mills declined to comment yesterday  saying that he never discussed personnel matters.
0,745950,746180,The broader Standard & Poor's 500 Index .SPX was down 0.04 points  or 0 percent  at 971.52.,Standard & Poor's 500 stock index futures for June were down 2.60 points at 965.70  while Nasdaq futures were down 7.50 points at 1 183.50.
0,1279867,1279906,The recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels and may signal more favorable economic times ahead.,"The recent turnaround in the stock market and an easing in unemployment claims ""may signal more favorable economic times ahead "" she said."
1,1091178,1091235,Early Wednesday  the benchmark 10-year US10YT=RR had lost 16/32 in price  driving its yield up to 3.33 percent from 3.26 percent late Tuesday.,Further out the curve  the benchmark 10-year note US10YT=RR shed 26/32 in price  taking its yield to 3.27 percent from 3.17 percent.
0,1293239,1293439,The army said the raid  which comes just days after Israeli troops shot and killed Abdullah Kawasme  the Hamas leader in the city  targeted militants in Hamas.,The arrests came just days after Israeli troops shot and killed Abdullah Kawasme  the militant group's leader in Hebron.
1,2085113,2085096,Energy and Commerce Committee Chairman Billy Tauzin  R-La.  said Friday that he will hold a hearing on the blackout as soon as lawmakers return in September.,House Energy and Commerce Committee Chairman Billy Tauzin  R-La.  said his committee will hold a hearing on the power outage in September.
1,1739449,1739474,Also  businesses throughout Utah are volunteering to display Amber alerts on their signs.,Other businesses are volunteering to put the alerts on their electronic signs and billboards.
0,1618261,1618195,A report on the finding appears in Friday's issue of the journal Science.,The results were announced at a NASA headquarters news conference Thursday and in today's issue of the journal Science.
1,500945,500912,The autopsy was ordered sealed at the request of both the prosecution and defense.,Girolami ordered the records conditionally sealed May 15 at the request of prosecution and defense attorneys.
0,437728,437769,The Dodgers won their sixth consecutive game their longest win streak since 2001 as they edged Colorado  3-2  Wednesday in front of a crowd of 25 332 at Dodger Stadium.,The Dodgers won their sixth consecutive game and seventh in their last nine as they beat Colorado 3-2 on Wednesday in front of a crowd of 25 332 at Dodger Stadium.
1,2673112,2673141,The district also sent letters yesterday informing parents of the situation.,Parents received letters informing them of the possible contamination yesterday.
0,1091232,1091267,The two-year note US2YT=RR fell 5/32 in price  taking its yield to 1.23 percent from 1.16 percent late on Monday.,The benchmark 10-year note US10YT=RR lost 11/32 in price  taking its yield to 3.21 percent from 3.17 percent late on Monday.
0,2560904,2560923,Optima first registered www.optimatech.com with Network Solutions at the end of 1990.,Network Solutions returned the domain name back to Optima in 2001.
1,2011657,2011797,Bashir felt he was being tried by opinion not on the facts  Mahendradatta told Reuters.,Bashir also felt he was being tried by opinion rather than facts of law  he added.
1,556825,556733,According to Saunders  the gunman said he was frustrated by the U.S. Postal Service's response to an accident involving a postal vehicle.,Sheriff's Department spokesman Chris Saunders said the man told them he was frustrated by the Postal Service's response to an accident involving a postal vehicle.
0,2798926,2798877,Spokesmen for the FBI  CIA  Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on El Shukrijumah's stay in Canada.,The FBI  CIA  Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on the Washington Times report.
1,2493883,2493851,In the interview  Mr. Reed said board members could not defend themselves by saying they did not realize the size of Mr. Grasso's package.,Reed said board members can't defend themselves by saying they didn't realize the size of Grasso's package.
0,2763716,2763600,Florida's Supreme Court has twice refused to hear the case.,On Tuesday  a Florida appeals court again refused to block removal of the tube.
1,1516698,1516745,It estimated on Thursday it has a 51 percent market share in Europe.,Boston Scientific said it has gained 51 percent of the coated-stent market in Europe.
1,2249306,2249238,A conviction could bring a maximum penalty of 10 years in prison and a $250 000 fine.,If convicted  he faces a maximum penalty of 10 years in prison and a $250 000 fine.
0,572627,572552,He was tracked to Atlanta where he was arrested on Tuesday night.,He was arrested in Atlanta  Georgia  on Monday night by police acting on a tip-off.
1,758196,758501,Under the legislation  a physician who performed the procedure could face up to two years in prison.,Physicians who perform the procedure would face up to two years in prison  under the bill.
0,1117439,1117424,The meat  poultry  butter  cheese and nuts were impounded a year ago at a LaGrou Cold Storage warehouse in Chicago.,The meat  poultry  butter  cheese and nuts were being stored by more than 100 wholesalers in Chicago.
0,1580610,1580733,"I think we made the right case and did the right thing.""","Mr Blair went on: ""I think we did the right thing in relation to Iraq."
1,75618,75659,Born in 1953 in Baghdad  her father was Salih Magdi Ammash  a former Vice-President  Defence Minister and member of the Baath party leadership.,Born in 1953 in Baghdad  she is the daughter of Saleh Mahdi Ammash  a former vice-president  defence minister and member of the Baath party's leadership.
1,1500312,1500289,Among the Group of Seven nations  the leading indicator rose to 119.1 from 118.2 in April.,The Group of Seven nations  meanwhile  also saw some improvement  with the leading indicator rising to 119.1  from April's 118.2.
1,1907420,1907308,In an E-mail statement to the Knoxville News Sentinel  Shumaker said  ''I am not giving any consideration to resignation.,"I am not giving any consideration to resignation "" Shumaker said in a statement."
1,748620,748510,New building hasn't put any drag on the skyrocketing median home price  up 14.8 percent to $364 000 in April from a year ago.,New construction has not put a drag on the skyrocketing median home price  which is $364 000 in April  up 14.8 percent from a year ago.
1,1268446,1268498,Dealers said the single currency's downward momentum against the dollar could pick up speed if it broke below $1.15.,Dealers said the euro's downward momentum may pick up speed should it break below $1.15.
1,2405094,2405072,INTEL TODAY disclosed details of its next-generation XScale processor for mobile phones and handheld devices here in San Jose.,Intel on Wednesday unveiled its next-generation processor for cell phones  PDAs  and other wireless devices.
1,2716543,2716503,News Corp.  whose empire spans Hollywood's Twentieth Century-Fox Film Corp. to publishing house HarperCollins Publishers Ltd.  owns 35 per cent of BSkyB.,News Corp.  whose empire spans Hollywood's Twentieth Century Fox to publishing house HarperCollins  owns 35 percent of BSkyB.
0,1785254,1785242,West Nile Virus -- which is spread through infected mosquitoes -- is potentially fatal.,West Nile is a bird virus that is spread to people by mosquitoes.
1,2228916,2228956,As of Friday  the U.S. Centers for Disease Control and Prevention reported 1 602 human cases of West Nile so far this year  including 28 deaths.,The Centers for Disease Control and Prevention reports there have been 1 602 human cases of West Nile virus nationwide this year and 28 deaths.
0,529554,529492,The company said that based on first-quarter results it expects to earn 90 cents per share for the quarter.,The company  based in Winston-Salem  reported first-quarter profit of $13.1 million  or 22 cents per share.
0,953777,953743,The technology-laced Nasdaq Composite Index was up 7.60 points  or 0.46 percent  at 1 653.62.,The broader Standard & Poor's 500 Index <.SPX> shed 2.38 points  or 0.24 percent  at 995.10.
1,401945,402086,After that  college President Paul Pribbenow told him to wrap up his speech.,After Hedges' microphone was unplugged for a second time  Pribbenow told him to wrap up his speech.
1,62786,62543,The statement said Mr Turner transferred 10 million shares of the stock to a charitable trust  which then sold them.,Mr. Turner transferred about 10 million shares to a charitable trust before they were sold.
1,1457976,1457907,"His lawyer  Harriet Newman Cohen  said later that Cuomo ""was betrayed and saddened by his wife's conduct during their marriage.""","Yesterday  Mr. Cuomo's lawyer  Harriet Newman Cohen  read a statement over the phone: ""Mr. Cuomo was betrayed and saddened by his wife's conduct during their marriage."
0,1287681,1287716,He allowed two runs in seven innings and struck out six.,Zambrano pitched seven innings and allowed two runs on five hits and four walks.
0,1977693,1977631,The broad Standard & Poor's 500 Index .SPX inched up 3 points  or 0.32 percent  to 970.,The technology-laced Nasdaq Composite Index .IXIC lost 2 points  or 0.18 percent  to 1 649.
1,1748344,1748330,Ms. Cripps-Prawak left last Friday  two days after the department introduced a plan to distribute medical marijuana through doctors' offices.,The director of the Office of Medical Access  Cindy Cripps-Prawak  left her job after the department introduced a plan to distribute marijuana through doctors' offices.
1,1474151,1474190,An injured woman co-worker also was hospitalized and was listed in good condition.,A woman was listed in good condition at Memorial's HealthPark campus  he said.
